A.301	0	2329004	2
A.301	0	2649752	1
A.301	0	1165966	1
A.301	0	1428161	2
A.301	0	2546625	2
A.301	0	2744851	2
A.301	0	2661469	1
A.301	0	114985	0
A.301	0	1142010	2
A.301	0	1154533	2
A.301	0	1462797	1
A.301	0	2373329	0
A.301	0	2215906	0
A.301	0	781555	2
A.301	0	205451	0
A.301	0	1093294	1
A.301	0	457461	1
A.301	0	972677	2
A.301	0	988765	2
A.301	0	252831	1
A.301	0	1319173	0
A.301	0	1673209	0
A.301	0	2831644	0
A.301	0	2157490	1
A.301	0	1826001	1
A.301	0	1394515	2
A.301	0	1572998	1
A.301	0	2349263	0
A.301	0	265707	0
A.301	0	2691386	0
A.301	0	2159779	0
A.301	0	339058	0
A.301	0	2968104	0
A.301	0	2870651	0
A.301	0	2808967	1
A.301	0	1927686	1
A.301	0	473164	1
A.301	0	2584167	2
A.301	0	1073990	0
A.301	0	679899	1
A.301	0	2071641	2
A.301	0	1517342	0
A.301	0	739721	2
A.301	0	484823	1
A.301	0	1950672	0
A.301	0	2678389	1
A.301	0	2281541	1
A.301	0	1799493	0
A.301	0	811930	0
A.301	0	2589203	0
A.301	0	2069395	0
A.301	0	1763593	0
A.301	0	2610639	0
A.301	0	3027753	1
A.301	0	2644107	0
A.301	0	2013789	0
A.301	0	1432016	1
A.301	0	591846	3
A.301	0	2681791	0
A.301	0	1915192	1
A.301	0	1527898	1
A.301	0	1096293	0
A.301	0	1751604	2
A.301	0	2364104	0
A.301	0	1432008	2
A.301	0	482185	0
A.301	0	2847662	1
A.301	0	1972281	0
A.301	0	1358849	1
A.301	0	130545	0
A.301	0	198740	1
A.301	0	2119168	1
A.301	0	1446244	1
A.301	0	884397	0
A.301	0	112933	1
A.301	0	583060	0
A.301	0	2932998	1
A.301	0	2511005	0
A.301	0	296204	0
A.301	0	2027583	1
A.301	0	1811647	0
A.301	0	106321	0
A.301	0	1425180	0
A.301	0	1417384	0
A.301	0	779529	0
A.301	0	2105970	0
A.301	0	2990046	0
A.301	0	123744	1
A.301	0	1069133	0
A.301	0	192980	0
A.301	0	1426512	1
A.301	0	2015816	0
A.301	0	696750	0
A.301	0	564886	1
A.301	0	958318	1
A.301	0	2490918	0
A.301	0	454669	0
A.301	0	413152	0
A.301	0	1563741	0
A.301	0	288740	1
A.301	0	682728	0
A.301	0	191021	1
A.301	0	871985	1
A.301	0	250821	1
A.301	0	1539567	0
A.301	0	1096662	0
A.301	0	2776523	1
A.301	0	2358972	3
A.301	0	2729057	2
A.301	0	2669545	1
A.301	0	2213104	0
A.301	0	134943	0
A.301	0	762897	0
A.301	0	810181	0
A.301	0	208599	1
A.301	0	1124286	1
A.301	0	374203	0
A.301	0	1878390	1
A.301	0	553383	0
A.301	0	1009163	0
A.301	0	2937487	2
A.301	0	1095422	1
A.301	0	1416039	0
A.301	0	365304	0
A.301	0	1594927	2
A.301	0	456351	0
A.301	0	1283747	0
A.301	0	1576460	1
A.301	0	2640397	1
A.301	0	554174	1
A.301	0	259687	0
A.301	0	488713	0
A.301	0	1186757	0
A.301	0	2030572	0
A.301	0	1172106	0
A.301	0	1666840	0
A.301	0	502905	0
A.301	0	1010359	0
A.301	0	735168	0
A.301	0	1269702	0
A.301	0	365510	0
A.301	0	1925620	0
A.301	0	281672	1
A.301	0	17297	0
A.301	0	113359	0
A.301	0	2735965	0
A.301	0	1601732	1
A.301	0	507739	0
A.301	0	738838	1
A.301	0	1107452	0
A.301	0	557310	0
A.301	0	2813640	0
A.301	0	1927567	1
A.301	0	2790366	0
A.301	0	564888	1
A.301	0	768105	0
A.301	0	1933521	0
A.301	0	2574150	0
A.301	0	3057008	0
A.301	0	2010072	1
A.301	0	289462	0
A.301	0	391664	1
A.301	0	470182	0
A.301	0	2890032	0
A.301	0	408103	0
A.301	0	1431253	0
A.301	0	1293330	0
A.301	0	505756	0
A.301	0	2102395	0
A.301	0	1944545	0
A.301	0	2894500	0
A.301	0	2575762	0
A.301	0	2307538	0
A.301	0	2165272	1
A.301	0	586078	0
A.301	0	1447763	1
A.301	0	1049716	0
A.301	0	1728844	1
A.301	0	2523395	1
A.301	0	583792	0
A.301	0	1594448	1
A.301	0	126181	1
A.301	0	2616416	0
A.301	0	1812415	1
A.301	0	944949	0
A.301	0	1946842	0
A.301	0	391761	1
A.301	0	1283666	1
A.301	0	2790711	1
A.301	0	1620418	0
A.301	0	930678	1
A.301	0	584895	0
A.301	0	2739018	0
A.301	0	757350	1
A.301	0	2530424	1
A.301	0	2417658	1
A.301	0	2475352	0
A.301	0	1346810	0
A.301	0	2359851	0
A.301	0	2893881	0
A.301	0	2464569	0
A.301	0	861588	0
A.301	0	2687133	1
A.301	0	2610642	1
A.301	0	2527992	0
A.301	0	649889	1
A.301	0	591625	0
A.301	0	527496	1
A.301	0	2965371	0
A.301	0	114986	1
A.301	0	193112	0
A.301	0	1641432	0
A.301	0	1980403	1
A.301	0	408956	0
A.301	0	1603654	0
A.301	0	1803898	0
A.301	0	1416038	0
A.301	0	1750850	2
A.301	0	1552925	0
A.301	0	1005337	1
A.301	0	2106381	0
A.301	0	1672029	0
A.301	0	1435377	0
A.301	0	767301	0
A.301	0	2416131	1
A.301	0	1860146	1
A.301	0	157729	0
A.301	0	2888079	0
A.301	0	110980	1
A.301	0	1931361	0
A.301	0	2490882	0
A.301	0	685313	0
A.301	0	1299782	0
A.301	0	1671596	0
A.301	0	2668367	0
A.301	0	1360370	0
A.301	0	733611	1
A.301	0	1508602	0
A.301	0	1511912	0
A.301	0	2690667	1
A.301	0	1342945	1
A.301	0	2026210	1
A.301	0	1801931	1
A.301	0	590084	1
A.301	0	2727555	2
A.301	0	2388349	1
A.301	0	1412711	0
A.301	0	104461	0
A.301	0	2293792	1
A.301	0	2148452	1
A.301	0	3037651	0
A.301	0	257552	0
A.301	0	1527285	1
A.301	0	504772	0
A.301	0	1863927	0
A.301	0	391769	2
A.301	0	1868498	0
A.301	0	1082109	0
A.301	0	1295100	0
A.301	0	26725	1
A.301	0	1153501	1
A.301	0	3056629	1
A.301	0	1718170	1
A.301	0	960554	1
A.301	0	903293	0
A.301	0	261306	0
A.301	0	1295539	0
A.301	0	517526	0
A.301	0	920001	0
A.301	0	2602778	0
A.301	0	1884528	1
A.301	0	918115	0
A.301	0	1144369	0
A.301	0	2705381	0
A.301	0	2682807	1
A.301	0	1536620	1
A.301	0	1432026	1
A.301	0	1306208	0
A.301	0	1155053	1
A.301	0	2018842	1
A.301	0	525637	0
A.301	0	1269701	0
A.301	0	2023634	0
A.301	0	764225	1
A.301	0	1447764	0
A.301	0	1014714	0
A.301	0	1886660	1
A.301	0	2397478	1
A.301	0	3045062	1
A.301	0	2525480	0
A.301	0	577088	0
A.301	0	2656673	0
A.301	0	1426472	1
A.301	0	1442803	0
A.301	0	1608277	0
A.301	0	245529	0
A.301	0	997088	1
A.301	0	1875642	1
A.301	0	3044702	1
A.301	0	2500275	0
A.301	0	1255541	1
A.301	0	2690668	0
A.301	0	1492101	1
A.301	0	432241	0
A.301	0	1531521	0
A.301	0	2553852	0
A.301	0	1438774	0
A.301	0	1251134	0
A.301	0	696841	0
A.301	0	1979933	0
A.301	0	1425512	1
A.301	0	9344	0
A.301	0	2358795	0
A.301	0	486862	0
A.301	0	250440	0
A.301	0	700397	1
A.301	0	2159672	0
A.301	0	2143594	0
A.301	0	2706905	0
A.301	0	993200	1
A.301	0	680047	1
A.301	0	821576	0
A.301	0	2567180	0
A.301	0	2713010	0
A.301	0	1792923	0
A.301	0	2022321	0
A.301	0	2574168	1
A.301	0	622993	0
A.301	0	2188338	1
A.301	0	901526	3
A.301	0	1904913	0
A.301	0	2891172	0
A.301	0	483869	0
A.301	0	1915189	0
A.301	0	1308036	3
A.301	0	179439	1
A.301	0	1558499	0
A.301	0	2510927	0
A.301	0	926614	0
A.301	0	507461	1
A.301	0	188937	0
A.301	0	1745349	0
A.301	0	1200131	1
A.301	0	2792840	0
A.301	0	2800273	0
A.301	0	850171	1
A.301	0	58545	1
A.301	0	2994118	0
A.301	0	1497849	1
A.301	0	205499	0
A.301	0	2445519	0
A.302	0	1598060	0
A.302	0	2082366	0
A.302	0	2222676	0
A.302	0	2576179	0
A.302	0	2932159	0
A.302	0	322487	2
A.302	0	1279319	1
A.302	0	2164427	0
A.302	0	2522365	0
A.302	0	2586210	0
A.302	0	964485	3
A.302	0	2638240	1
A.302	0	84360	0
A.302	0	1395202	0
A.302	0	2363897	0
A.302	0	2973605	0
A.302	0	1719565	0
A.302	0	2013315	0
A.302	0	2212740	0
A.302	0	2437389	0
A.302	0	1145953	0
A.302	0	1335677	0
A.302	0	5748	3
A.302	0	1394866	0
A.302	0	280400	0
A.302	0	111545	0
A.302	0	1348947	0
A.302	0	2677682	2
A.302	0	2806913	2
A.302	0	551216	0
A.302	0	279875	0
A.302	0	67484	0
A.302	0	2543950	0
A.302	0	970083	0
A.302	0	1734600	0
A.302	0	2097829	0
A.302	0	1598119	0
A.302	0	2929265	0
A.302	0	785584	0
A.302	0	1347319	1
A.302	0	93211	0
A.302	0	964474	1
A.302	0	2359829	0
A.302	0	547959	0
A.302	0	1431408	0
A.302	0	2115902	0
A.302	0	437696	1
A.302	0	681648	0
A.302	0	654740	0
A.302	0	107198	0
A.302	0	454569	0
A.302	0	313244	0
A.302	0	2916268	1
A.302	0	2249085	0
A.302	0	169349	0
A.302	0	5749	0
A.302	0	3046908	0
A.302	0	2784624	0
A.302	0	470654	1
A.302	0	2293822	0
A.302	0	419833	0
A.302	0	872258	2
A.302	0	686680	1
A.302	0	1734208	0
A.302	0	255641	1
A.302	0	548097	1
A.302	0	217485	3
A.302	0	2571691	0
A.302	0	1247554	3
A.302	0	15087	0
A.302	0	1596234	0
A.302	0	2388468	0
A.302	0	2744644	0
A.302	0	1781792	0
A.302	0	106378	0
A.302	0	1734606	2
A.302	0	2884525	0
A.302	0	1267680	0
A.302	0	1111171	0
A.302	0	686105	0
A.302	0	5752	0
A.302	0	471611	2
A.302	0	1357703	2
A.302	0	894209	0
A.302	0	734652	0
A.302	0	1254247	1
A.302	0	916617	0
A.302	0	1597889	0
A.302	0	2855402	0
A.302	0	1328773	0
A.302	0	2806251	0
A.302	0	420762	0
A.302	0	2017492	0
A.302	0	1924318	1
A.302	0	1702814	0
A.302	0	2855465	0
A.302	0	2682176	0
A.302	0	1609064	1
A.302	0	411185	2
A.302	0	471678	0
A.302	0	1415538	0
A.302	0	2894364	0
A.302	0	191966	0
A.302	0	106376	0
A.302	0	1344961	1
A.302	0	2454948	0
A.302	0	2263250	1
A.302	0	516083	0
A.302	0	1937471	0
A.302	0	2219653	3
A.302	0	1180980	3
A.302	0	946955	0
A.302	0	1241794	0
A.302	0	2218882	0
A.302	0	2336783	0
A.302	0	636123	1
A.302	0	2528076	0
A.302	0	1663359	0
A.302	0	335545	0
A.302	0	2399835	1
